class,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28
r_knee,1.0,0.025362226780002425,-0.07118988037109375,0.4510128077558003,0.0,0.03391393646597862,0.9204503100935387,0.2218770463576292,-0.12279621511697769,0.2568567691221696,0.17464988290750816,-0.048441506922245026,0.5416594931809663,0.15203697223522047,-0.1589057743549347,0.5833713782297597,0.06915820912858828,-0.17249420285224915,0.8245166883352358,0.46714795466373954,-0.02317478321492672,0.4773572958262383,0.4605456263755172,0.02315344847738743,0.8110682927333939,0.7194597812795815,-0.129694864153862,0.23121526054409552,0.7255495330626519,-0.007479910738766193,0.7639187949923455,1.0,-0.01290317066013813,0.0,0.9771749381058271,0.08726570755243301
r_knee,1.0,0.023790332088236023,-0.07554789632558823,0.43843799915660786,0.0,0.03133806586265564,0.9478570391362893,0.22030711498081448,-0.1224847361445427,0.23193069824189708,0.1744969707455484,-0.04547693952918053,0.5473845466338526,0.15362159045891421,-0.14970071613788605,0.5848335157825248,0.0758322349400403,-0.16902384161949158,0.8250422097946013,0.4724823396940468,-0.025906648486852646,0.47497820522506623,0.4683150555796636,0.02587982825934887,0.8199405981868676,0.731569595557562,-0.12827534973621368,0.22657885529073185,0.7329082794624839,0.02548961341381073,0.7787874549972057,1.0,-0.0056908996775746346,0.0,0.9857226308784861,0.1362619698047638
r_knee,1.0,0.021711563537487197,-0.06691104918718338,0.43324933978488434,0.0,0.03300868719816208,0.9653618748199322,0.20728131047804899,-0.1204725056886673,0.23709503735054202,0.16954655612249872,-0.04820724576711655,0.5530551476334344,0.14547281751860336,-0.14894895255565643,0.613802201515112,0.0673523636684358,-0.1666685789823532,0.8266463547006213,0.4720573428895458,-0.02607472985982895,0.47363672337464147,0.4692636893429806,0.026063518598675728,0.8192087963761272,0.7200079760742726,-0.14062730967998505,0.22199556727119246,0.7332756469038397,0.04367247596383095,0.7828743010139753,1.0,-0.02171780914068222,0.0,0.9823978927193056,0.16161273419857025
r_knee,1.0,0.02055167672610343,-0.05950935557484627,0.43585187756748955,0.0,0.03660875931382179,0.9732960871870328,0.1981690931294048,-0.12394645810127258,0.23980719620775004,0.1679578711460769,-0.04928196221590042,0.5554876926265729,0.14033658898593107,-0.1550663411617279,0.6068696930238676,0.0662704076978046,-0.17045821249485016,0.8291509134676678,0.47194887225827353,-0.02444358356297016,0.4753662509268636,0.46883218886344635,0.024437816813588142,0.8211031367677306,0.7145986378933447,-0.14981579780578613,0.2200518962732201,0.7366904415272811,0.024962345138192177,0.7838873580797031,1.0,-0.031352534890174866,0.0,0.9831534303647421,0.1354319155216217
r_knee,1.0,0.020107650442821284,-0.05739002674818039,0.4375911197546143,0.0,0.03844118490815163,0.9632515497953004,0.20319070029488004,-0.12123117595911026,0.24074571637578104,0.167190085990821,-0.047160375863313675,0.5582392780790613,0.14143411177812126,-0.1534213125705719,0.6208149046062749,0.06235115715728839,-0.1684204638004303,0.8301440012788832,0.4715431319529661,-0.023967767134308815,0.475775073172589,0.4685182874888176,0.02395552769303322,0.8236107874448015,0.7223353484605316,-0.1484876424074173,0.21784301330378797,0.7386140927647684,0.007822161540389061,0.7823851658187134,1.0,-0.027576567605137825,0.0,0.9842973419602173,0.1076110303401947
r_knee,1.0,0.01980524234018493,-0.05471434071660042,0.43630773163742204,0.0,0.03843194246292114,0.9547441049047214,0.20494991715989339,-0.11644277721643448,0.24041730509775375,0.16687125811375766,-0.04520096257328987,0.5585414903026177,0.14090786162620958,-0.14346753060817719,0.6298442905168814,0.05868659277719053,-0.162308007478714,0.8306271437879504,0.47185104559875873,-0.023188365623354912,0.47439315872683163,0.4681091299178586,0.023166745901107788,0.8203093391567997,0.7188727465273294,-0.1447691023349762,0.2145036377708559,0.739309858110068,0.004990069195628166,0.7783930547363598,1.0,-0.020484447479248047,0.0,0.9861436232743607,0.09978001564741135
r_knee,0.9411517442060631,0.013855318605752856,-0.058061596006155014,0.36229636784203223,0.0,0.02613266557455063,1.0,0.2205046673686787,-0.1492415815591812,0.1304041137038681,0.19050894090687828,-0.05159655213356018,0.7609639565175501,0.14797894341189324,-0.257853239774704,0.37685777355145905,0.15429579408226965,-0.19823087751865387,0.7625498046246875,0.4598701243680575,-0.02771584689617157,0.4184218329276192,0.4582852131255237,0.027745459228754044,0.6926635976333445,0.6981383895387054,-0.16739468276500702,0.24788951693550734,0.7178773099173518,0.06225525960326195,0.7566243587016542,1.0,-0.15632838010787964,0.0,0.9864801506058686,0.1524716019630432
r_knee,0.9195567588320569,0.010570033209856564,-0.07056130468845367,0.3412318874156842,0.0,0.013474656268954277,1.0,0.22231492964900712,-0.15933191776275635,0.10529413711615222,0.1934020113020565,-0.05280870944261551,0.7445644043450343,0.14606395624718732,-0.26373279094696045,0.3259699872243809,0.16492216945110733,-0.20549900829792023,0.7363848307726932,0.4524833146252868,-0.027412287890911102,0.4014899152043106,0.4524264134908901,0.027432311326265335,0.6589579596078613,0.6956363815022496,-0.14138469099998474,0.25270174555997593,0.7105662973560672,0.06447426974773407,0.7497127802527322,1.0,-0.092521533370018,0.0,0.9868532479716904,0.15801116824150085
r_knee,0.9105309237235164,0.008447445996082955,-0.08218014240264893,0.3316700094495878,0.0,-0.0010672626085579395,1.0,0.22591349736955973,-0.17201128602027893,0.09702085433534041,0.19348431430907648,-0.06994673609733582,0.6953728588475712,0.1443260935868118,-0.2764492332935333,0.32334637474666056,0.16208112478223294,-0.2190084606409073,0.7250775013521961,0.44731531822604337,-0.026382898911833763,0.3946228898902038,0.4471779027817853,0.026391087099909782,0.6439399519733644,0.6932870048470673,-0.11821242421865463,0.25409657520840656,0.7048758117715522,0.05552539974451065,0.7458139799180474,1.0,-0.07513722032308578,0.0,0.9849294272980246,0.14793406426906586
r_knee,0.9071090499547353,0.00789782655273975,-0.08510174602270126,0.3276541450892635,0.0,-0.0030734168831259012,1.0,0.22635210638824982,-0.17670446634292603,0.0950498698148052,0.19292304300921256,-0.07614726573228836,0.6658677851008588,0.14239453821667386,-0.28027090430259705,0.3229342437647661,0.16016875481137155,-0.22592656314373016,0.7194426490577234,0.4431867224019806,-0.02676559053361416,0.39128631988706625,0.44216548544504614,0.026774488389492035,0.6372055500252403,0.6879337665839533,-0.11860527098178864,0.25535746018566136,0.7007555901869572,0.05226686969399452,0.7451903293394497,1.0,-0.08271284401416779,0.0,0.9838183811231291,0.14242154359817505
