class,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28
l_knee,0.0,0.0,0.09069261699914932,0.9111285007189118,0.002061724490729676,0.15331536531448364,0.406161609584094,0.11377981515055932,0.06510631740093231,1.0,0.1285437675610308,0.2393941432237625,0.686322038072014,0.050249602724012944,0.08973177522420883,0.748955687936128,0.07846981387605374,0.41363635659217834,0.23113183892482825,0.42742117671911417,-0.025583475828170776,0.7922026695168658,0.42518683280821085,0.02530931681394577,0.04708629262293916,0.6625700022701485,0.04759018123149872,0.8844984495305929,0.7162584289677283,0.04791644960641861,0.16617192359250835,0.9119097002818716,-0.12895186245441437,0.974889356437311,1.0,-0.17961162328720093
l_knee,0.0,0.0,0.09316354244947433,0.9129346496149617,0.002307250632047278,0.1529342383146286,0.4077675592602847,0.11507850719692636,0.05998365581035614,1.0,0.1304343514157384,0.2371775507926941,0.6862502315038301,0.053326133089676576,0.07845340669155121,0.7566863753280968,0.08087739574138325,0.4087975323200226,0.22975210212991037,0.42939676012451616,-0.025003351271152496,0.7944140802413876,0.4264592700806942,0.024702096357941628,0.050293714027685794,0.663110691211683,0.05053321644663811,0.8859415847747303,0.7181471002616482,0.04974406957626343,0.16925080664762543,0.9112974701786427,-0.12649142742156982,0.9754224639671097,1.0,-0.17310304939746857
l_knee,0.0,0.0,0.09622879326343536,0.9132408729548694,0.00247808655976814,0.1536237895488739,0.4084889948495167,0.1159719846909901,0.05775395408272743,1.0,0.13168421498611668,0.236039400100708,0.6861693190860307,0.0552132235344854,0.07149235904216766,0.7605978063744514,0.08246673328448945,0.40639227628707886,0.2289099114573917,0.43059507903030075,-0.02456357143819332,0.795028578924401,0.4273887432413394,0.024247879162430763,0.05195098565058727,0.6635449982036611,0.05181626230478287,0.8857594754723407,0.7190907597221892,0.05075375735759735,0.16961414035640307,0.911257206453593,-0.1267983317375183,0.974252469529533,1.0,-0.17256338894367218
l_knee,0.0,0.0,0.09697938710451126,0.9130700924728685,0.0026100512467163344,0.15502901375293732,0.4064124141885674,0.11658901856078549,0.059110503643751144,1.0,0.13260789802334094,0.23614728450775146,0.6850349821679061,0.05644945523448602,0.07617267221212387,0.7630997593954336,0.08355512682485682,0.40572094917297363,0.22814521047356975,0.4315760389302786,-0.024615872651338577,0.7948326571379292,0.4281029068515568,0.024301590397953987,0.05245765746672664,0.6638386288273546,0.05100523680448532,0.8848284598038564,0.7195870634339606,0.05134794861078262,0.17070599008797868,0.9115101675207786,-0.12720297276973724,0.9727417534785829,1.0,-0.17167964577674866
l_knee,0.0,0.0,0.09804996848106384,0.9129415786389385,0.0027198101418836012,0.15553541481494904,0.4075025168667638,0.11678870951779864,0.06142173334956169,1.0,0.13327510764149147,0.23705171048641205,0.6857579149824946,0.05625544616740054,0.08064322918653488,0.7647537227089,0.08470907783239988,0.40864384174346924,0.2276442127090502,0.4321717323891518,-0.02443341352045536,0.7946187885982179,0.4285884609203289,0.024114195257425308,0.05285870986160989,0.6641122343972559,0.05096324160695076,0.8842169914802182,0.7198352276783979,0.051355134695768356,0.17287944583852985,0.9116322554803502,-0.1294836401939392,0.9715766855494282,1.0,-0.17672473192214966
l_knee,0.0,0.0,0.09868873655796051,0.9127960928419467,0.002801675793954055,0.15675874054431915,0.40765170562620995,0.11687996912793447,0.06240907311439514,1.0,0.13375130753372427,0.2388741672039032,0.6858177748652267,0.056067294264471525,0.08155037462711334,0.7656613984125762,0.08579406573053204,0.41143810749053955,0.22716045673641141,0.4325395320852611,-0.024408873170614243,0.7943642136769309,0.42891407730066305,0.024089090526103973,0.05335201038003158,0.66439078476013,0.05058199167251587,0.8834184253071479,0.7199873875645081,0.0511452816426754,0.17337919975364324,0.911809599100199,-0.1304408758878708,0.9704980274560098,1.0,-0.17860563099384308
l_knee,0.0,0.0,0.08587095886468887,0.9324790078781245,0.002907599066463982,0.13588811457157135,0.42329133622439763,0.12808943640816753,0.04012352228164673,1.0,0.15623129619944653,0.21085451543331146,0.6893721738405509,0.07344011730000002,0.04980345815420151,0.7135217979970451,0.10580967150895303,0.3746713399887085,0.23563898027458421,0.4322059965737698,-0.024454576894640923,0.8105386704294759,0.42726634294991267,0.024134624749422073,0.11601669180523758,0.6665248927374974,0.05615141615271568,0.8995620176520627,0.7158200268390568,0.05701642110943794,0.30820479727299255,0.9145099748645822,-0.1295686513185501,0.989315206802698,1.0,-0.17767435312271118
l_knee,0.0,0.0,0.08367733657360077,0.9403610843665723,0.002967216646495346,0.13301856815814972,0.42631478337312895,0.13275759949347907,0.04771964251995087,1.0,0.16279741329731048,0.21270371973514557,0.687283559032151,0.07969076350636534,0.0705600157380104,0.7009979595420124,0.10988271918315118,0.3826605975627899,0.2404512912194121,0.4318228860849326,-0.024073423817753792,0.8160403123796739,0.4261275031995152,0.02374633401632309,0.13376543337248656,0.6672225812056382,0.0577218122780323,0.9044297910759455,0.7149437459406616,0.057615846395492554,0.33561660101980073,0.9154521920306051,-0.1275518834590912,0.9936539848886975,1.0,-0.16861186921596527
l_knee,0.0,0.0,0.08384712785482407,0.9425140404725657,0.0031215477555929607,0.1322728991508484,0.4230662373637695,0.13877872691705329,0.05213366076350212,1.0,0.17006424963513814,0.21509329974651337,0.6798717702431993,0.08612319426724342,0.07997289299964905,0.6968536015034693,0.11498173179215501,0.387027770280838,0.24304698029989116,0.4316500901199255,-0.02325275167822838,0.8172425926351667,0.42550218951754404,0.02292053773999214,0.1388690702797106,0.6674306970325031,0.06207886338233948,0.9047036411125455,0.714830417613968,0.060920149087905884,0.3409513425976618,0.9156514910231686,-0.12508070468902588,0.9928676386639136,1.0,-0.16375567018985748
l_knee,0.0,0.0,0.08422467857599258,0.9446783590184783,0.003401991638630362,0.13219593465328217,0.4205432065285155,0.1426109156080263,0.05416624993085861,1.0,0.17493870780181256,0.21558842062950134,0.6754226827261166,0.08957473649015849,0.0831206813454628,0.7245622771252587,0.11486476417864434,0.38915160298347473,0.24498960437395575,0.4315611866050357,-0.02218286506831646,0.8182931847086108,0.4252488855192109,0.021846583113074303,0.14012664896137253,0.6674520597734173,0.06472256779670715,0.9048071587990324,0.7147738715897172,0.06262580305337906,0.3425237992818134,0.9157027725012006,-0.12174790352582932,0.991936765916062,1.0,-0.1586548089981079
l_knee,0.0,0.0,0.08417555689811707,0.9462799511316973,0.003612515901378524,0.13126695156097412,0.42158695680986974,0.14383629639129697,0.055311135947704315,1.0,0.176163010360593,0.21567603945732117,0.6745385071778244,0.08959850535707477,0.08461695909500122,0.746213057379714,0.11033993421075436,0.390250563621521,0.2469599596454475,0.43153585652537113,-0.02192576788365841,0.8192940915976614,0.42520969022208205,0.021588098257780075,0.1399443799502741,0.6674257271306114,0.06483200937509537,0.9057347748495086,0.7147866355629348,0.06325363367795944,0.3439968315127266,0.9156167308498875,-0.1212402880191803,0.9917653635379154,1.0,-0.15794886648654938
l_knee,0.0,0.0,0.08429531753063202,0.9481872196233797,0.0037575517178251054,0.13108119368553162,0.42240836642664753,0.14464472946959064,0.05440320819616318,1.0,0.17774746611782066,0.2146216779947281,0.6735228525227753,0.08968770976993959,0.07748700678348541,0.7563474029646305,0.11171729807996361,0.389627069234848,0.24831842281593877,0.4314746445353024,-0.02139110490679741,0.8198253328247455,0.42509763837188014,0.02105078659951687,0.14028016015837988,0.6673513372573603,0.06618301570415497,0.9064627322869839,0.7147558763321258,0.06414510309696198,0.34369308125471437,0.9154023144732243,-0.1198420599102974,0.9917276465095817,1.0,-0.1559126228094101
l_knee,0.0,0.0,0.09705294668674469,0.9609945140671398,0.0031628062916968756,0.11129898577928543,0.42030734381062096,0.14784140187886638,0.0423661433160305,1.0,0.1727745817588861,0.14532946050167084,0.653744625723687,0.11476068089808072,0.021777231246232986,0.7037184107082493,0.14571355201054995,0.25572866201400757,0.24859364269033032,0.42952544167264944,-0.006227041594684124,0.8275650391957082,0.4223745561139482,0.005882920231670141,0.24926259123241484,0.6676586733698759,0.09282668679952621,0.9136236046894561,0.7127389494498446,0.08056768029928207,0.40927761879681995,0.9157849658077902,-0.08143554627895355,0.999694059079094,1.0,-0.1064501628279686
l_knee,0.0,0.0,0.09799329191446304,0.9648260851526921,0.002466813077060291,0.10899952054023743,0.4165818288584714,0.15065932240025556,0.03925629332661629,0.9945395301634311,0.16873856884847038,0.14217513799667358,0.6360872909240034,0.12139418578677673,0.0202175285667181,0.6830390339021456,0.15030395467068666,0.2540842890739441,0.2473435659963682,0.42876741348743436,-0.005200482904911041,0.8285628688051113,0.4212388668977043,0.004861624911427498,0.2717381591418988,0.6680954282476239,0.09325885772705078,0.912916516405345,0.7115523605325739,0.08384402841329575,0.4237788142706236,0.9162491720758176,-0.08208003640174866,1.0,1.0,-0.10297627002000809
l_knee,0.0,0.0,0.09928262233734131,0.9678908822845971,0.001737250229896461,0.10496780276298523,0.41390533729697676,0.153121950867048,0.0411757156252861,0.9922741003677855,0.1657055341059633,0.1351650357246399,0.6251352152626982,0.12407023590475548,0.025289641693234444,0.6711713047171096,0.14973450397806334,0.24475549161434174,0.24693311752309677,0.42845822220628904,-0.003117218380793929,0.8299825321912485,0.42066772659426144,0.002773493295535445,0.27611076834320236,0.6684030137070814,0.09631422907114029,0.9134838663151738,0.7110905276544114,0.08323182910680771,0.428717718608024,0.9168469571824268,-0.08332404494285583,1.0,1.0,-0.10803776979446411
