class,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28
start,0.9654304997136698,0.008578456740021462,-0.10944294184446335,0.006137735322953489,0.0,-0.10048984736204147,1.0,0.2109414310760891,-0.14396849274635315,0.0,0.2223930436027713,-0.12797914445400238,0.8232997832285455,0.3827960838359793,-0.2769302427768707,0.16998045159220582,0.3900555861211346,-0.26304182410240173,0.7815622835658455,0.3729139251676805,-0.007812303490936756,0.23732913882067933,0.37859502440793347,0.007816740311682224,0.8344554179371633,0.6861114072556892,-0.03646441921591759,0.16983503782257123,0.6950761575772763,-0.02681300975382328,0.9746193007546525,0.9923272009356958,0.0576152466237545,0.06983383853374948,1.0,0.06242894008755684
start,0.9682711766406475,0.006562934404818852,-0.10780642926692963,0.006691046515440074,0.0,-0.10041678696870804,1.0,0.2108028382755533,-0.14180342853069305,0.0,0.22089964846453328,-0.12679973244667053,0.8252929009337661,0.3829273590124727,-0.2701127231121063,0.1718593062174575,0.39023362832491987,-0.2521935701370239,0.7796239005969785,0.37267101819528525,-0.00765996566042304,0.23673451596462836,0.3785349749890994,0.0076627908274531364,0.8323199899857834,0.6840460889432278,-0.03323008865118027,0.17154040110514032,0.694497601865559,-0.021369731053709984,0.9655619733967568,0.9922373174512422,0.05585893988609314,0.07249652035776981,1.0,0.06234835088253021
start,0.9697788260424547,0.005269066863698928,-0.10649176687002182,0.0077859611647605066,0.0,-0.09990056604146957,1.0,0.21061348393621024,-0.1401410549879074,0.0,0.21967722218132082,-0.12539313733577728,0.8261900523637874,0.383139779851625,-0.2666928172111511,0.17310385237268777,0.3903629557765406,-0.24849514663219452,0.7781525818462315,0.37260833907811874,-0.007580609992146492,0.23678852743536113,0.37855113735855883,0.0075826519168913364,0.8308427157966565,0.6827549194378479,-0.03206965699791908,0.17274190438046075,0.6937901995543115,-0.0198498722165823,0.9594952012223161,0.9921734464992504,0.05502833425998688,0.0745219764733805,1.0,0.06215071678161621
start,0.9706894855906364,0.004381815791397172,-0.10656098276376724,0.008097848634569605,0.0,-0.09990287572145462,1.0,0.21039254428111623,-0.14027059078216553,0.0,0.21918342015309888,-0.12521865963935852,0.8272599468574061,0.3832734387095735,-0.2669348120689392,0.17384823818176307,0.3905549031196969,-0.24829059839248657,0.7773343065542286,0.3724141764024134,-0.007544283755123615,0.23679699396026213,0.3785209449035626,0.007545951288193464,0.8297898774673479,0.6813316448101303,-0.03209167718887329,0.173424487746365,0.692130346954466,-0.020494839176535606,0.9549811382986827,0.9920868572848388,0.053081341087818146,0.07578550980579214,1.0,0.059934891760349274
start,0.9711386175879746,0.003775060818564186,-0.10658226907253265,0.00829118062515406,0.0,-0.10012412816286087,1.0,0.21026065610622433,-0.14040938019752502,0.0,0.2188841495799912,-0.1252426654100418,0.8279313413933936,0.3834662738938138,-0.2668009102344513,0.17436682376453327,0.3907636450788763,-0.2481296807527542,0.7767635871450354,0.3722745523977149,-0.0075070858001708984,0.23675492290002761,0.37849006443890687,0.007508106995373964,0.8290117889820914,0.6802840709517083,-0.03211341053247452,0.17396386995071564,0.6910277560642005,-0.020381707698106766,0.9516396382567007,0.992005890969871,0.05252514034509659,0.07678853190493833,1.0,0.05967964604496956
start,0.9722100966246269,0.0034583773188016117,-0.10701455175876617,0.008344049739856774,0.0,-0.10060674697160721,1.0,0.2103354136139681,-0.1405196338891983,0.0,0.2186409862921097,-0.12528575956821442,0.8282811375514683,0.3837914896052814,-0.26636266708374023,0.1747726696240016,0.39097505804913624,-0.2479483038187027,0.7767878210497753,0.3721460716028259,-0.007485995069146156,0.23682766838522434,0.37838839321003254,0.007486346177756786,0.8288297389129434,0.6796528772629233,-0.03179546818137169,0.17433172390604168,0.6905327436846862,-0.019565535709261894,0.9497889654440131,0.9920781376614385,0.052325889468193054,0.07741657424994985,1.0,0.0597192719578743
start,0.9709121219004758,0.0027386996414525554,-0.10557190328836441,0.007728492520570227,0.0,-0.1002650260925293,1.0,0.20696073502420886,-0.13803131878376007,0.0,0.21951359516733968,-0.11986589431762695,0.8364263379897452,0.38144455638369834,-0.2666068971157074,0.17820596034950517,0.39275342395869556,-0.23794065415859222,0.7750468212193361,0.3716893554596608,-0.0074444543570280075,0.23599440832963023,0.37813035830210434,0.007442522794008255,0.8281632717677712,0.6801534039420358,-0.026638533920049667,0.17329833814584658,0.6910695711333285,-0.011619674041867256,0.9468629322840176,0.9920816586256032,0.05510393902659416,0.07741010086581059,1.0,0.06496501713991165
start,0.9695556895562778,0.0018846124544115105,-0.10329961776733398,0.007407380171488241,0.0,-0.09844788163900375,1.0,0.20407486974105254,-0.13458037376403809,0.0,0.21979794224904928,-0.11584602296352386,0.8409453914373538,0.38005691618417276,-0.2639088034629822,0.17949605106408012,0.3936198471900477,-0.2332124263048172,0.7736230200167664,0.3709554992154784,-0.0074217659421265125,0.23545879722912652,0.3773508579259432,0.007418489549309015,0.8274888591472651,0.6803686994639453,-0.024971602484583855,0.17249018281293663,0.6911652004242073,-0.009489825926721096,0.9443008839145206,0.9920469712759604,0.05541815608739853,0.07729839836453753,1.0,0.06563793122768402
start,0.9683007077216987,0.0011934259271451533,-0.10347359627485275,0.0071554405990826905,0.0,-0.09844047576189041,1.0,0.20241670892912755,-0.1346043199300766,0.0,0.22001664422841005,-0.1160237193107605,0.8423864004027966,0.37933912237497136,-0.2642054557800293,0.18015228264210714,0.3940837021900149,-0.23456069827079773,0.7726057974346328,0.3700683136417146,-0.007407547906041145,0.2350788460952279,0.37642572012467357,0.00740313995629549,0.8271566672040714,0.6805986437003013,-0.024358754977583885,0.1717750112653018,0.6912201889924787,-0.008869552053511143,0.9422180911014949,0.992091615093998,0.05548928678035736,0.07715602452181686,1.0,0.06571020931005478
start,0.967618783366475,0.000731762945584686,-0.10358356684446335,0.006930390734130348,0.0,-0.09843949228525162,1.0,0.20153854893067624,-0.13411802053451538,0.0,0.22011929660679708,-0.11534251272678375,0.842462158664585,0.3791195951249362,-0.26335519552230835,0.18063975547828615,0.39436022793975495,-0.2328079640865326,0.7719595722925305,0.369425898423885,-0.007403104100376368,0.23484823460930623,0.3756441302224798,0.007398047484457493,0.8267721621659315,0.6807574864663595,-0.02375946007668972,0.17121254495046365,0.6912432575302974,-0.007838256657123566,0.9410291022826284,0.9919971268700533,0.05553707480430603,0.0770688957839236,1.0,0.0658920556306839
